idx,label,sw_pred_ttfs,sw_pred_count,sw_direct_count_pred,direct_count_pred_match,direct_count_score_pred_match,direct_count_vector_match,sw_ct_pruned_pred,sw_ct_count_score_pred,sw_ct_source_fire_count,sw_ct_valid_event_budget,sw_hwct_pruned_pred,sw_hwct_count_score_pred,sw_hwct_source_fire_count,sw_hwct_valid_event_budget,hw_pred,hw_pred_score,hw_pred_count,hw_pred_count_raw,hw_pred_count_score,hw_pred_s2mm,hw_pred_rtl_first_classifier,hw_matches_sw_ct_pruned,hw_matches_sw_ct_count_score,hw_matches_sw_hwct_count_score,profile_incomplete,sw_direct_class_0_count,sw_ct_class_0_count,hw_class_0_count,hw_minus_sw_direct_class_0_count,sw_ct_class_0_score,sw_hwct_class_0_count,sw_hwct_class_0_score,sw_hwct_class_0_event_count,hw_class_0_score,sw_ct_class_0_event_count,hw_class_0_event_count,router_class_0_score,router_class_0_event_count,top_class_0_score,top_class_0_event_count,sw_direct_class_1_count,sw_ct_class_1_count,hw_class_1_count,hw_minus_sw_direct_class_1_count,sw_ct_class_1_score,sw_hwct_class_1_count,sw_hwct_class_1_score,sw_hwct_class_1_event_count,hw_class_1_score,sw_ct_class_1_event_count,hw_class_1_event_count,router_class_1_score,router_class_1_event_count,top_class_1_score,top_class_1_event_count,sw_direct_class_2_count,sw_ct_class_2_count,hw_class_2_count,hw_minus_sw_direct_class_2_count,sw_ct_class_2_score,sw_hwct_class_2_count,sw_hwct_class_2_score,sw_hwct_class_2_event_count,hw_class_2_score,sw_ct_class_2_event_count,hw_class_2_event_count,router_class_2_score,router_class_2_event_count,top_class_2_score,top_class_2_event_count,sw_direct_class_3_count,sw_ct_class_3_count,hw_class_3_count,hw_minus_sw_direct_class_3_count,sw_ct_class_3_score,sw_hwct_class_3_count,sw_hwct_class_3_score,sw_hwct_class_3_event_count,hw_class_3_score,sw_ct_class_3_event_count,hw_class_3_event_count,router_class_3_score,router_class_3_event_count,top_class_3_score,top_class_3_event_count,sw_direct_class_4_count,sw_ct_class_4_count,hw_class_4_count,hw_minus_sw_direct_class_4_count,sw_ct_class_4_score,sw_hwct_class_4_count,sw_hwct_class_4_score,sw_hwct_class_4_event_count,hw_class_4_score,sw_ct_class_4_event_count,hw_class_4_event_count,router_class_4_score,router_class_4_event_count,top_class_4_score,top_class_4_event_count,sw_direct_class_5_count,sw_ct_class_5_count,hw_class_5_count,hw_minus_sw_direct_class_5_count,sw_ct_class_5_score,sw_hwct_class_5_count,sw_hwct_class_5_score,sw_hwct_class_5_event_count,hw_class_5_score,sw_ct_class_5_event_count,hw_class_5_event_count,router_class_5_score,router_class_5_event_count,top_class_5_score,top_class_5_event_count,sw_direct_class_6_count,sw_ct_class_6_count,hw_class_6_count,hw_minus_sw_direct_class_6_count,sw_ct_class_6_score,sw_hwct_class_6_count,sw_hwct_class_6_score,sw_hwct_class_6_event_count,hw_class_6_score,sw_ct_class_6_event_count,hw_class_6_event_count,router_class_6_score,router_class_6_event_count,top_class_6_score,top_class_6_event_count,sw_direct_class_7_count,sw_ct_class_7_count,hw_class_7_count,hw_minus_sw_direct_class_7_count,sw_ct_class_7_score,sw_hwct_class_7_count,sw_hwct_class_7_score,sw_hwct_class_7_event_count,hw_class_7_score,sw_ct_class_7_event_count,hw_class_7_event_count,router_class_7_score,router_class_7_event_count,top_class_7_score,top_class_7_event_count,sw_direct_class_8_count,sw_ct_class_8_count,hw_class_8_count,hw_minus_sw_direct_class_8_count,sw_ct_class_8_score,sw_hwct_class_8_count,sw_hwct_class_8_score,sw_hwct_class_8_event_count,hw_class_8_score,sw_ct_class_8_event_count,hw_class_8_event_count,router_class_8_score,router_class_8_event_count,top_class_8_score,top_class_8_event_count,sw_direct_class_9_count,sw_ct_class_9_count,hw_class_9_count,hw_minus_sw_direct_class_9_count,sw_ct_class_9_score,sw_hwct_class_9_count,sw_hwct_class_9_score,sw_hwct_class_9_event_count,hw_class_9_score,sw_ct_class_9_event_count,hw_class_9_event_count,router_class_9_score,router_class_9_event_count,top_class_9_score,top_class_9_event_count,sw_input_source_group_0_spike_count,hw_input_source_group_0_spike_count,input_source_group_0_spike_diff,sw_input_source_group_1_spike_count,hw_input_source_group_1_spike_count,input_source_group_1_spike_diff,sw_input_source_group_2_spike_count,hw_input_source_group_2_spike_count,input_source_group_2_spike_diff,sw_input_source_group_3_spike_count,hw_input_source_group_3_spike_count,input_source_group_3_spike_diff,sw_input_source_group_4_spike_count,hw_input_source_group_4_spike_count,input_source_group_4_spike_diff,sw_input_source_group_5_spike_count,hw_input_source_group_5_spike_count,input_source_group_5_spike_diff,sw_input_source_group_6_spike_count,hw_input_source_group_6_spike_count,input_source_group_6_spike_diff,sw_input_source_group_7_spike_count,hw_input_source_group_7_spike_count,input_source_group_7_spike_diff,sw_input_source_group_8_spike_count,hw_input_source_group_8_spike_count,input_source_group_8_spike_diff,sw_input_source_group_9_spike_count,hw_input_source_group_9_spike_count,input_source_group_9_spike_diff,sw_input_source_group_10_spike_count,hw_input_source_group_10_spike_count,input_source_group_10_spike_diff,sw_input_source_group_11_spike_count,hw_input_source_group_11_spike_count,input_source_group_11_spike_diff,sw_input_source_group_12_spike_count,hw_input_source_group_12_spike_count,input_source_group_12_spike_diff,sw_input_source_group_13_spike_count,hw_input_source_group_13_spike_count,input_source_group_13_spike_diff,sw_input_source_group_14_spike_count,hw_input_source_group_14_spike_count,input_source_group_14_spike_diff,sw_input_source_group_15_spike_count,hw_input_source_group_15_spike_count,input_source_group_15_spike_diff,total_latency_cycles,ct_lookup_count,ct_valid_entry_count,router_busy_cycles,router_stall_cycles,cross_group_event_count,same_group_event_count,intra_weight_lookup_count,intra_weight_nonzero_count,intra_fifo_blocked_event_count,drop_spike_count,class_0_spike_count,class_1_spike_count,class_2_spike_count,class_3_spike_count,class_4_spike_count,class_5_spike_count,class_6_spike_count,class_7_spike_count,class_8_spike_count,class_9_spike_count,class_0_score,class_1_score,class_2_score,class_3_score,class_4_score,class_5_score,class_6_score,class_7_score,class_8_score,class_9_score,class_0_event_count,class_1_event_count,class_2_event_count,class_3_event_count,class_4_event_count,class_5_event_count,class_6_event_count,class_7_event_count,class_8_event_count,class_9_event_count,out_fifo_overflow_drop_count,ct_lookup_minus_expected,ct_valid_minus_expected,ct_invalid_minus_expected,ct_cross_minus_expected,ct_same_minus_expected,ct_mode_ok
44,3,3,3,3,0,0,0,3,3,84,1260,3,3,84,1260,3,3,3,3,3,6,,1,1,1,0,15,27,36,21,4938,27,4938,106,4863,106,103,0,0,0,0,15,44,50,35,7932,44,7932,133,7545,133,126,0,0,0,0,15,30,32,17,5273,30,5273,123,4993,123,117,0,0,0,0,15,58,60,45,9582,58,9582,197,8892,197,183,0,0,0,0,15,22,27,12,4582,22,4582,82,4269,82,75,0,0,0,0,15,39,45,30,6919,39,6919,139,6455,139,129,0,0,0,0,15,35,42,27,6622,35,6622,127,6133,127,117,0,0,0,0,15,36,43,28,7000,36,7000,126,6736,126,120,0,0,0,0,15,31,35,20,5622,31,5622,115,5118,115,106,0,0,0,0,15,36,37,22,6581,36,6581,112,6321,112,106,0,0,0,0,5,0,-5,4,0,-4,6,0,-6,6,0,-6,5,0,-5,2,0,-2,6,0,-6,4,0,-4,7,0,-7,4,0,-4,6,0,-6,7,0,-7,7,0,-7,4,0,-4,5,0,-5,6,0,-6,778131,1673,1182,38642,29702,1182,0,62848,78,0,0,36,50,32,60,27,45,42,43,35,37,4863,7545,4993,8892,4269,6455,6133,6736,5118,6321,103,126,117,183,75,129,117,120,106,106,0,,,,,,
45,5,5,3,3,0,0,0,3,3,99,1485,3,3,99,1485,3,3,3,3,3,3,,1,1,1,0,15,47,50,35,8378,47,8378,176,7852,176,165,0,0,0,0,15,22,26,11,5013,22,5013,85,4706,85,79,0,0,0,0,15,28,34,19,5287,28,5287,102,4732,102,94,0,0,0,0,15,74,81,66,12227,74,12227,237,11246,237,219,0,0,0,0,15,38,42,27,7260,38,7260,117,6797,117,110,0,0,0,0,15,62,69,54,10895,62,10895,220,10168,220,204,0,0,0,0,15,41,48,33,7723,41,7723,146,7043,146,136,0,0,0,0,15,28,33,18,5600,28,5600,95,5244,95,88,0,0,0,0,15,53,56,41,9006,53,9006,179,8352,179,166,0,0,0,0,15,38,44,29,7246,38,7246,128,6714,128,118,0,0,0,0,7,0,-7,7,0,-7,7,0,-7,9,0,-9,4,0,-4,5,0,-5,7,0,-7,7,0,-7,5,0,-5,4,0,-4,6,0,-6,6,0,-6,6,0,-6,5,0,-5,6,0,-6,8,0,-8,848338,1961,1379,48254,37768,1379,0,74496,106,0,0,50,26,34,81,42,69,48,33,56,44,7852,4706,4732,11246,6797,10168,7043,5244,8352,6714,165,79,94,219,110,204,136,88,166,118,0,,,,,,
46,1,5,3,3,0,0,0,3,3,85,1275,3,3,85,1275,3,3,3,3,3,9,,1,1,1,0,15,23,30,15,4494,23,4494,97,4070,97,90,0,0,0,0,15,45,49,34,8051,45,8051,118,7693,118,114,0,0,0,0,15,25,28,13,4963,25,4963,108,4569,108,103,0,0,0,0,15,55,60,45,9703,55,9703,206,8842,206,188,0,0,0,0,15,29,37,22,5711,29,5711,101,5251,101,93,0,0,0,0,15,35,42,27,6644,35,6644,141,6451,141,136,0,0,0,0,15,37,42,27,6739,37,6739,123,6238,123,114,0,0,0,0,15,39,42,27,7219,39,7219,124,6917,124,117,0,0,0,0,15,29,34,19,5585,29,5585,120,5145,120,112,0,0,0,0,15,41,49,34,7718,41,7718,137,7360,137,130,0,0,0,0,6,0,-6,6,0,-6,6,0,-6,5,0,-5,6,0,-6,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,6,0,-6,6,0,-6,5,0,-5,5,0,-5,4,0,-4,782795,1695,1197,39781,30723,1197,0,63744,78,0,0,30,49,28,60,37,42,42,42,34,49,4070,7693,4569,8842,5251,6451,6238,6917,5145,7360,90,114,103,188,93,136,114,117,112,130,0,,,,,,
47,2,2,2,2,0,0,0,4,2,79,1185,4,2,79,1185,2,4,2,2,2,9,,0,1,1,0,15,24,31,16,5126,24,5126,111,4814,111,105,0,0,0,0,15,32,38,23,5941,32,5941,122,5656,122,115,0,0,0,0,15,41,48,33,7173,41,7173,173,6706,173,159,0,0,0,0,15,24,33,18,4716,24,4716,101,4420,101,93,0,0,0,0,15,37,41,26,7267,37,7267,146,6886,146,135,0,0,0,0,15,18,21,6,4198,18,4198,86,4098,86,84,0,0,0,0,15,36,39,24,6620,36,6620,135,6007,135,126,0,0,0,0,15,30,37,22,5995,30,5995,99,5801,99,96,0,0,0,0,15,22,30,15,4404,22,4404,94,4249,94,90,0,0,0,0,15,33,38,23,6131,33,6131,118,5976,118,115,0,0,0,0,3,0,-3,3,0,-3,4,0,-4,6,0,-6,5,0,-5,4,0,-4,6,0,-6,6,0,-6,7,0,-7,4,0,-4,5,0,-5,8,0,-8,4,0,-4,2,0,-2,5,0,-5,7,0,-7,774751,1553,1118,36486,28207,1118,0,55680,67,0,0,31,38,48,33,41,21,39,37,30,38,4814,5656,6706,4420,6886,4098,6007,5801,4249,5976,105,115,159,93,135,84,126,96,90,115,0,,,,,,
48,4,4,4,4,0,0,0,4,4,164,2460,4,4,164,2460,4,4,4,4,4,0,,1,1,1,0,15,66,74,59,11527,66,11527,258,10527,258,236,0,0,0,0,15,50,54,39,9184,50,9184,135,8647,135,127,0,0,0,0,15,43,47,32,8224,43,8224,160,7783,160,151,0,0,0,0,15,85,88,73,14637,85,14637,284,13531,284,264,0,0,0,0,15,101,110,95,17597,101,17597,332,16779,332,313,0,0,0,0,15,76,83,68,12756,76,12756,263,11773,263,245,0,0,0,0,15,60,67,52,10411,60,10411,200,9591,200,186,0,0,0,0,15,78,80,65,14002,78,14002,257,13487,257,244,0,0,0,0,15,71,76,61,12169,71,12169,248,11514,248,235,0,0,0,0,15,95,100,85,15963,95,15963,323,15251,323,305,0,0,0,0,11,0,-11,13,0,-13,11,0,-11,9,0,-9,11,0,-11,10,0,-10,9,0,-9,10,0,-10,11,0,-11,12,0,-12,10,0,-10,10,0,-10,9,0,-9,11,0,-11,9,0,-9,8,0,-8,852667,3249,2306,75938,58586,2306,0,120704,154,0,0,74,54,47,88,110,83,67,80,76,100,10527,8647,7783,13531,16779,11773,9591,13487,11514,15251,236,127,151,264,313,245,186,244,235,305,0,,,,,,
49,4,4,4,4,0,0,0,4,4,105,1575,4,4,105,1575,4,4,4,4,4,8,,1,1,1,0,15,42,47,32,7094,42,7094,176,6290,176,159,0,0,0,0,15,19,23,8,4006,19,4006,64,4006,64,64,0,0,0,0,15,38,43,28,6823,38,6823,155,6576,155,147,0,0,0,0,15,35,41,26,6755,35,6755,155,6294,155,144,0,0,0,0,15,76,81,66,13573,76,13573,259,12922,259,244,0,0,0,0,15,31,34,19,5980,31,5980,127,5566,127,119,0,0,0,0,15,44,46,31,8127,44,8127,166,7220,166,149,0,0,0,0,15,41,47,32,7401,41,7401,143,7100,143,138,0,0,0,0,15,34,37,22,6703,34,6703,133,6331,133,125,0,0,0,0,15,56,63,48,9874,56,9874,197,9360,197,185,0,0,0,0,8,0,-8,10,0,-10,6,0,-6,6,0,-6,6,0,-6,8,0,-8,5,0,-5,6,0,-6,6,0,-6,8,0,-8,5,0,-5,7,0,-7,7,0,-7,8,0,-8,4,0,-4,5,0,-5,812155,2041,1474,48008,37131,1474,0,72576,101,0,0,47,23,43,41,81,34,46,47,37,63,6290,4006,6576,6294,12922,5566,7220,7100,6331,9360,159,64,147,144,244,119,149,138,125,185,0,,,,,,
50,6,6,6,6,0,0,0,6,6,92,1380,6,6,92,1380,6,6,6,6,6,3,,1,1,1,0,15,37,43,28,7246,37,7246,143,6656,143,132,0,0,0,0,15,38,42,27,7004,38,7004,129,6448,129,118,0,0,0,0,15,37,41,26,6477,37,6477,132,5860,132,116,0,0,0,0,15,44,51,36,8153,44,8153,153,7632,153,142,0,0,0,0,15,35,39,24,6646,35,6646,113,6080,113,102,0,0,0,0,15,42,46,31,7605,42,7605,145,6975,145,130,0,0,0,0,15,62,67,52,10489,62,10489,210,9478,210,190,0,0,0,0,15,29,33,18,5406,29,5406,94,5150,94,88,0,0,0,0,15,37,45,30,6820,37,6820,132,6251,132,120,0,0,0,0,15,40,42,27,7670,40,7670,129,7115,129,118,0,0,0,0,6,0,-6,7,0,-7,4,0,-4,7,0,-7,6,0,-6,6,0,-6,4,0,-4,5,0,-5,7,0,-7,5,0,-5,4,0,-4,6,0,-6,7,0,-7,7,0,-7,4,0,-4,7,0,-7,801713,1795,1256,44314,34708,1256,0,68992,94,0,0,43,42,41,51,39,46,67,33,45,42,6656,6448,5860,7632,6080,6975,9478,5150,6251,7115,132,118,116,142,102,130,190,88,120,118,0,,,,,,
51,3,3,3,3,0,0,0,3,3,168,2520,3,3,168,2520,3,3,3,3,3,4,,1,1,1,0,15,75,81,66,12763,75,12763,293,11747,293,274,0,0,0,0,15,69,73,58,11885,69,11885,215,11147,215,200,0,0,0,0,15,49,53,38,9208,49,9208,235,8433,235,216,0,0,0,0,15,95,98,83,15607,95,15607,340,14162,340,312,0,0,0,0,15,65,68,53,11843,65,11843,240,11381,240,227,0,0,0,0,15,74,78,63,13176,74,13176,285,12357,285,268,0,0,0,0,15,58,62,47,9998,58,9998,232,9124,232,214,0,0,0,0,15,64,70,55,11371,64,11371,225,10913,225,213,0,0,0,0,15,57,60,45,10178,57,10178,202,9431,202,189,0,0,0,0,15,79,83,68,13712,79,13712,253,12837,253,234,0,0,0,0,12,0,-12,12,0,-12,10,0,-10,11,0,-11,11,0,-11,9,0,-9,10,0,-10,10,0,-10,10,0,-10,11,0,-11,11,0,-11,11,0,-11,11,0,-11,9,0,-9,9,0,-9,11,0,-11,878858,3241,2347,74323,57056,2347,0,114432,173,0,0,81,73,53,98,68,78,62,70,60,83,11747,11147,8433,14162,11381,12357,9124,10913,9431,12837,274,200,216,312,227,268,214,213,189,234,0,,,,,,
52,5,5,5,5,0,0,0,5,5,109,1635,5,5,109,1635,5,5,5,5,5,1,,1,1,1,0,15,57,61,46,9598,57,9598,213,8876,213,198,0,0,0,0,15,37,42,27,6994,37,6994,129,6667,129,122,0,0,0,0,15,24,28,13,4864,24,4864,101,4460,101,94,0,0,0,0,15,56,58,43,9462,56,9462,194,8833,194,181,0,0,0,0,15,53,59,44,9780,53,9780,180,9197,180,167,0,0,0,0,15,64,69,54,10940,64,10940,232,9864,232,212,0,0,0,0,15,43,52,37,7657,43,7657,156,7024,156,144,0,0,0,0,15,42,47,32,7885,42,7885,132,7527,132,124,0,0,0,0,15,38,41,26,6712,38,6712,135,6203,135,126,0,0,0,0,15,49,56,41,8805,49,8805,163,8244,163,151,0,0,0,0,7,0,-7,8,0,-8,6,0,-6,8,0,-8,7,0,-7,6,0,-6,8,0,-8,8,0,-8,7,0,-7,5,0,-5,7,0,-7,8,0,-8,7,0,-7,6,0,-6,5,0,-5,6,0,-6,812047,2141,1519,48737,37301,1519,0,79616,116,0,0,61,42,28,58,59,69,52,47,41,56,8876,6667,4460,8833,9197,9864,7024,7527,6203,8244,198,122,94,181,167,212,144,124,126,151,0,,,,,,
53,5,5,3,3,0,0,0,3,3,79,1185,3,3,79,1185,3,3,3,3,3,5,,1,1,1,0,15,42,50,35,7804,42,7804,181,7083,181,167,0,0,0,0,15,20,24,9,3993,20,3993,66,3711,66,59,0,0,0,0,15,27,36,21,5271,27,5271,123,4894,123,116,0,0,0,0,15,48,55,40,7967,48,7967,188,7443,188,177,0,0,0,0,15,29,32,17,5985,29,5985,119,5733,119,112,0,0,0,0,15,37,46,31,6961,37,6961,152,6330,152,142,0,0,0,0,15,18,19,4,3440,18,3440,86,3195,86,81,0,0,0,0,15,15,19,4,3734,15,3734,68,3488,68,63,0,0,0,0,15,27,34,19,5387,27,5387,106,5056,106,99,0,0,0,0,15,24,30,15,5123,24,5123,96,4729,96,89,0,0,0,0,2,0,-2,5,0,-5,4,0,-4,4,0,-4,5,0,-5,6,0,-6,8,0,-8,7,0,-7,6,0,-6,3,0,-3,6,0,-6,6,0,-6,3,0,-3,3,0,-3,6,0,-6,5,0,-5,811209,1529,1105,33874,25726,1105,0,54272,80,0,0,50,24,36,55,32,46,19,19,34,30,7083,3711,4894,7443,5733,6330,3195,3488,5056,4729,167,59,116,177,112,142,81,63,99,89,0,,,,,,
54,6,2,2,2,0,0,0,2,2,162,2430,2,2,162,2430,2,2,2,2,2,3,,1,1,1,0,15,74,78,63,12083,74,12083,326,11181,326,300,0,0,0,0,15,59,63,48,10554,59,10554,203,10184,203,194,0,0,0,0,15,77,83,68,12958,77,12958,334,12089,334,310,0,0,0,0,15,65,68,53,11188,65,11188,263,10120,263,241,0,0,0,0,15,60,67,52,11048,60,11048,251,10547,251,236,0,0,0,0,15,50,54,39,9565,50,9565,215,8919,215,198,0,0,0,0,15,59,66,51,10461,59,10461,255,9659,255,238,0,0,0,0,15,43,50,35,8191,43,8191,180,7753,180,170,0,0,0,0,15,49,56,41,9146,49,9146,206,8496,206,190,0,0,0,0,15,54,57,42,9666,54,9666,197,9043,197,182,0,0,0,0,11,0,-11,12,0,-12,10,0,-10,7,0,-7,8,0,-8,12,0,-12,10,0,-10,8,0,-8,9,0,-9,9,0,-9,9,0,-9,11,0,-11,12,0,-12,12,0,-12,11,0,-11,11,0,-11,905563,3063,2259,70302,54021,2259,0,102912,171,0,0,78,63,83,68,67,54,66,50,56,57,11181,10184,12089,10120,10547,8919,9659,7753,8496,9043,300,194,310,241,236,198,238,170,190,182,0,,,,,,
55,0,0,0,0,0,0,0,0,3,122,1830,0,3,122,1830,3,0,3,3,3,9,,0,1,1,0,15,67,72,57,11860,67,11860,242,11060,242,229,0,0,0,0,15,29,32,17,5625,29,5625,97,5086,97,88,0,0,0,0,15,40,43,28,7469,40,7469,150,6895,150,139,0,0,0,0,15,68,74,59,11414,68,11414,229,10502,229,212,0,0,0,0,15,46,50,35,8576,46,8576,153,8097,153,143,0,0,0,0,15,67,72,57,11358,67,11358,230,10641,230,215,0,0,0,0,15,55,58,43,9523,55,9523,189,8835,189,175,0,0,0,0,15,43,51,36,8241,43,8241,150,7702,150,139,0,0,0,0,15,62,64,49,10536,62,10536,218,9728,218,203,0,0,0,0,15,50,57,42,9323,50,9323,172,8865,172,162,0,0,0,0,8,0,-8,8,0,-8,7,0,-7,6,0,-6,9,0,-9,8,0,-8,7,0,-7,7,0,-7,8,0,-8,11,0,-11,7,0,-7,6,0,-6,9,0,-9,10,0,-10,6,0,-6,5,0,-5,818693,2400,1705,55930,43113,1705,0,88960,125,0,0,72,32,43,74,50,72,58,51,64,57,11060,5086,6895,10502,8097,10641,8835,7702,9728,8865,229,88,139,212,143,215,175,139,203,162,0,,,,,,
56,4,4,4,4,0,0,0,4,4,128,1920,4,4,128,1920,4,4,4,4,4,2,,1,1,1,0,15,61,67,52,10167,61,10167,243,9385,243,224,0,0,0,0,15,27,30,15,5107,27,5107,78,4993,78,75,0,0,0,0,15,37,41,26,7330,37,7330,156,6979,156,148,0,0,0,0,15,47,50,35,8746,47,8746,191,7972,191,178,0,0,0,0,15,79,87,72,13582,79,13582,291,12906,291,272,0,0,0,0,15,52,58,43,9659,52,9659,214,8934,214,200,0,0,0,0,15,50,53,38,8625,50,8625,181,7830,181,166,0,0,0,0,15,45,51,36,8568,45,8568,165,8217,165,158,0,0,0,0,15,43,49,34,8036,43,8036,172,7437,172,162,0,0,0,0,15,65,71,56,11573,65,11573,229,10842,229,213,0,0,0,0,7,0,-7,8,0,-8,8,0,-8,8,0,-8,9,0,-9,7,0,-7,9,0,-9,8,0,-8,8,0,-8,7,0,-7,11,0,-11,9,0,-9,7,0,-7,8,0,-8,7,0,-7,7,0,-7,833935,2481,1796,60187,46969,1796,0,87680,124,0,0,67,30,41,50,87,58,53,51,49,71,9385,4993,6979,7972,12906,8934,7830,8217,7437,10842,224,75,148,178,272,200,166,158,162,213,0,,,,,,
57,1,1,1,1,0,0,0,1,1,51,765,1,1,51,765,1,1,1,1,1,2,,1,1,1,0,15,15,18,3,3172,15,3172,53,2761,53,48,0,0,0,0,15,60,61,46,10195,60,10195,156,9350,156,143,0,0,0,0,15,17,25,10,3382,17,3382,65,3223,65,61,0,0,0,0,15,34,37,22,5989,34,5989,109,5281,109,96,0,0,0,0,15,9,14,-1,2530,9,2530,36,2323,36,33,0,0,0,0,15,14,22,7,3430,14,3430,64,2909,64,54,0,0,0,0,15,14,22,7,3225,14,3225,52,3022,52,49,0,0,0,0,15,13,17,2,3002,13,3002,60,2755,60,55,0,0,0,0,15,28,35,20,5313,28,5313,101,4795,101,92,0,0,0,0,15,19,22,7,3821,19,3821,69,3641,69,64,0,0,0,0,2,0,-2,3,0,-3,4,0,-4,4,0,-4,2,0,-2,2,0,-2,4,0,-4,4,0,-4,2,0,-2,3,0,-3,4,0,-4,4,0,-4,2,0,-2,3,0,-3,4,0,-4,4,0,-4,764074,1018,695,23893,18429,695,0,41344,55,0,0,18,61,25,37,14,22,22,17,35,22,2761,9350,3223,5281,2323,2909,3022,2755,4795,3641,48,143,61,96,33,54,49,55,92,64,0,,,,,,
58,9,9,9,9,0,0,0,9,9,121,1815,9,9,121,1815,9,9,9,9,9,0,,1,1,1,0,15,54,59,44,9414,54,9414,207,8505,207,190,0,0,0,0,15,34,38,23,6719,34,6719,102,6357,102,97,0,0,0,0,15,28,35,20,5920,28,5920,117,5508,117,110,0,0,0,0,15,46,53,38,8483,46,8483,164,7875,164,153,0,0,0,0,15,75,82,67,12924,75,12924,257,12322,257,244,0,0,0,0,15,44,49,34,8558,44,8558,159,7805,159,146,0,0,0,0,15,51,53,38,9001,51,9001,174,8166,174,160,0,0,0,0,15,64,70,55,11479,64,11479,216,11039,216,206,0,0,0,0,15,43,46,31,7573,43,7573,147,6952,147,136,0,0,0,0,15,78,86,71,13475,78,13475,272,12711,272,255,0,0,0,0,7,0,-7,8,0,-8,8,0,-8,8,0,-8,9,0,-9,8,0,-8,8,0,-8,5,0,-5,7,0,-7,8,0,-8,7,0,-7,7,0,-7,9,0,-9,7,0,-7,8,0,-8,7,0,-7,846436,2389,1697,57320,44562,1697,0,88576,118,0,0,59,38,35,53,82,49,53,70,46,86,8505,6357,5508,7875,12322,7805,8166,11039,6952,12711,190,97,110,153,244,146,160,206,136,255,0,,,,,,
59,5,5,5,5,0,0,0,1,5,59,885,1,5,59,885,1,1,1,1,1,5,,1,0,0,0,15,18,24,9,3912,18,3912,88,3830,88,86,0,0,0,0,15,30,38,23,5727,30,5727,107,5476,107,104,0,0,0,0,15,17,23,8,3452,17,3452,70,3334,70,67,0,0,0,0,15,14,19,4,3675,14,3675,72,3440,72,66,0,0,0,0,15,29,31,16,5693,29,5693,102,5343,102,96,0,0,0,0,15,31,35,20,5555,31,5555,125,4861,125,112,0,0,0,0,15,19,25,10,3960,19,3960,70,3661,70,64,0,0,0,0,15,20,24,9,3933,20,3933,86,3854,86,84,0,0,0,0,15,19,24,9,3712,19,3712,85,3433,85,80,0,0,0,0,15,20,23,8,3917,20,3917,80,3771,80,75,0,0,0,0,4,0,-4,5,0,-5,4,0,-4,3,0,-3,4,0,-4,4,0,-4,5,0,-5,3,0,-3,3,0,-3,4,0,-4,4,0,-4,4,0,-4,3,0,-3,1,0,-1,4,0,-4,4,0,-4,765824,1159,834,27110,20931,834,0,41600,51,0,0,24,38,23,19,31,35,25,24,24,23,3830,5476,3334,3440,5343,4861,3661,3854,3433,3771,86,104,67,66,96,112,64,84,80,75,0,,,,,,
60,7,7,7,7,0,0,0,7,7,112,1680,7,7,112,1680,7,7,7,7,7,3,,1,1,1,0,15,36,43,28,6878,36,6878,159,6178,159,147,0,0,0,0,15,27,31,16,5267,27,5267,113,5037,113,108,0,0,0,0,15,21,24,9,4531,21,4531,109,3946,109,100,0,0,0,0,15,49,55,40,8515,49,8515,205,7841,205,187,0,0,0,0,15,43,50,35,8081,43,8081,196,7723,196,188,0,0,0,0,15,40,46,31,7457,40,7457,180,6996,180,169,0,0,0,0,15,37,42,27,6852,37,6852,153,6320,153,141,0,0,0,0,15,63,72,57,11142,63,11142,250,10733,250,239,0,0,0,0,15,21,25,10,4622,21,4622,106,4213,106,100,0,0,0,0,15,57,59,44,10120,57,10120,209,9350,209,191,0,0,0,0,8,0,-8,6,0,-6,6,0,-6,5,0,-5,6,0,-6,6,0,-6,7,0,-7,6,0,-6,8,0,-8,8,0,-8,7,0,-7,8,0,-8,8,0,-8,8,0,-8,8,0,-8,7,0,-7,847312,2129,1570,50438,39122,1570,0,71552,110,0,0,43,31,24,55,50,46,42,72,25,59,6178,5037,3946,7841,7723,6996,6320,10733,4213,9350,147,108,100,187,188,169,141,239,100,191,0,,,,,,
